task,arm,model,run,run_id,t_min,score,cost_usd,source,src_excerpt
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,50.667621684074405,1.103254892012567,13.710820949999993,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,56.122768970330554,1.1072234097830826,14.161788449999996,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,65.13012548685074,1.0748477920688724,16.047496049999992,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,74.01230354706446,1.0533748165885435,17.386578449999988,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,82.98834852774938,1.0268983219958785,18.69523229999998,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,91.9623551050822,1.013870814247191,20.018954549999986,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,102.20557947158814,0.9935181777451552,21.939111299999986,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,113.85527280966441,0.9935181777451552,22.458089999999984,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,113.85527280966441,0.977991217908371,22.458089999999984,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,115.11623795032502,0.9730470293112925,22.487430599999986,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,130.2196523308754,0.99458890142621,23.2101138,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,147.7587574005127,0.9424534443700716,25.43064869999999,tmp_subagent,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,149.65062974294025,0.9781076067569662,25.94800589999998,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,154.69295070171356,1.0031717643548785,26.220135899999978,tmp_subagent,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,155.76639394362766,0.9585714530575857,26.367248399999976,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,156.76419938405354,27.753874532744156,26.456814599999973,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,165.6778753678004,0.9483284246356986,27.244833449999973,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,174.45707147916158,0.9332637790567326,27.33165914999997,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,183.24045666456223,0.9188718724741388,28.38915464999997,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,192.20763228734333,0.9045536603438703,29.450328899999974,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,200.99646505912145,0.8929215496133031,30.514810649999973,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,209.8029651761055,0.8823275525886826,31.582937399999977,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,218.60967086156208,0.8755499244256802,32.65559789999998,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,227.35767926772436,0.8673055859165341,33.73189214999998,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,236.11102690696717,0.8607553116862907,34.81169639999998,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,244.89320083856583,0.8521217167406163,35.89504439999999,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,253.673311261336,0.8401436027841627,36.98192489999999,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,262.4685632864634,0.8342863004387554,38.07351914999998,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,271.2913621306419,0.8268555961622105,39.170288399999976,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,280.09380288124083,0.818151431905775,40.27064639999997,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,288.8289005160332,0.8066497205888193,41.37448064999997,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,297.5565247297287,0.8017816149557292,42.481836149999964,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,306.3134446779887,0.7958207691318291,43.59386039999996,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,315.09481553236645,0.7860377448662217,44.709394649999965,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,323.8252690792084,0.777242184605116,45.82842764999996,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,332.5918318192164,0.7776863800523572,46.95093689999996,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,341.3580680251122,0.765333865710087,48.07694489999995,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,350.10927942593895,0.7629362395268792,49.20786914999996,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,358.8498199065526,0.7451700889311859,50.24264504999996,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,367.65019135077796,0.7490426587132232,51.28091969999995,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,376.4365140636762,0.7538230928072552,52.32268184999994,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,377.36352953116096,0.7654321652123349,53.36801024999994,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,382.6825776497523,0.7738924948622244,53.529768749999945,tmp_subagent,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,389.6585804422696,0.7632617087089593,54.23824934999995,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,389.6585804422696,0.7661798521289792,54.23824934999995,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,389.6585804422696,0.765089204122513,54.23824934999995,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,389.6585804422696,0.771565165279704,54.23824934999995,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,389.6585804422696,0.7738924948622244,54.23824934999995,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,400.79063758452736,0.7605720500070412,55.40169524999995,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,402.1765022158623,0.7605720500070412,55.85308349999996,tmp_subagent,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,403.01055135726926,0.765148277308588,55.85308349999996,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,411.7662487188975,0.7543153778310514,55.957438049999965,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,422.2890262166659,0.7389030163961667,58.138856399999966,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,441.1487933158875,0.7331944578546663,59.24680079999995,tmp_subagent,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,442.7792240063349,0.7331944578546663,60.04760639999996,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,453.26637135744096,0.7389030163961667,61.21592594999996,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,453.26637135744096,0.7466906267555414,61.21592594999996,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,455.427940984567,0.7549107550626183,61.80721964999997,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,466.92232548395793,0.76106436880289,63.14942489999996,tmp_subagent,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,466.923926683267,0.742077119773318,63.14942489999996,tmp_subagent,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,466.931982199351,0.7522895612896777,63.14942489999996,tmp_subagent,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,466.9554247657458,0.7514996705273848,63.14942489999996,tmp_subagent,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,467.7453167319298,0.7379761340075398,63.14942489999996,trace_inline,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,476.74847103357314,0.7294847793597844,63.267907199999954,tmp_subagent,
restricted_mlm,ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,480.3691641489665,0.9424534443700716,64.13673029999995,tmp_subagent,
restricted_mlm,ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,0.0,1.8464253515518945,0.0,baseline_json,harness pre-agent
restricted_mlm,ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,1.122050420443217,1.844177063392467,0.47412809999999994,persisted,
restricted_mlm,ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,1.3752196947733561,1.8420807683426696,0.5146543499999999,persisted,
restricted_mlm,ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,1.5023914019266764,1.844177063392467,0.5539174499999999,tmp_subagent,
restricted_mlm,ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,1.5824825326601664,7.8086,0.5539174499999999,trace_inline,
restricted_mlm,ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,1.7080933014551798,1.8420807683426696,0.5539174499999999,tmp_subagent,
restricted_mlm,ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,10.212403150399526,5.9247,1.2743059500000002,trace_inline,
restricted_mlm,ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,21.896378656228382,367.3755,2.0445673500000003,trace_inline,
restricted_mlm,ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,114.6647600332896,7.353026865914618,13.50318105,persisted,
restricted_mlm,ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,129.62441062529882,1.03063780876724,15.0201297,persisted,
restricted_mlm,ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,165.63585534890493,1.8235670717631516,22.734009750000013,persisted,
restricted_mlm,ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,167.314242152373,1.8226850994168282,22.849443750000006,trace_inline,
restricted_mlm,ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,185.2499237616857,1.028397782538431,23.96404740000001,persisted,
restricted_mlm,ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,185.5836148182551,1.028397782538431,24.090182400000007,tmp_subagent,
restricted_mlm,ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,275.5121362527212,2.541741751352256,36.93584565000002,persisted,
restricted_mlm,ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,277.7774312257767,1.027648217539021,37.027290300000026,persisted,
restricted_mlm,ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,278.9963595668475,1.0289862294396808,37.07730675000003,persisted,
restricted_mlm,ARA-4.6,claude-sonnet-4-6,resume,restricted_mlm_ara_seed0_resume_job8011216,331.5835588971774,1.016091828754432,43.64284027561537,persisted(resume),
restricted_mlm,ARA-4.6,claude-sonnet-4-6,resume,restricted_mlm_ara_seed0_resume_job8011216,450.8846795797348,1.2349496085748723,51.824862775011034,persisted(resume),
restricted_mlm,ARA-4.6,claude-sonnet-4-6,resume,restricted_mlm_ara_seed0_resume_job8011216,452.200200410684,1.2345497210411505,51.86629299922795,persisted(resume),
restricted_mlm,ARA-4.6,claude-sonnet-4-6,resume,restricted_mlm_ara_seed0_resume_job8011216,474.57791961828866,5.7946268855299685,53.06860551909919,trace_inline(resume),
restricted_mlm,ARA-4.6,claude-sonnet-4-6,resume,restricted_mlm_ara_seed0_resume_job8011216,504.38724180857344,2.3746741768795983,55.54820913247655,trace_inline(resume),
restricted_mlm,ARA-4.6,claude-sonnet-4-6,resume,restricted_mlm_ara_seed0_resume_job8011216,528.7901569008827,2.375217632842859,57.44707324211785,trace_inline(resume),
restricted_mlm,ARA-4.6,claude-sonnet-4-6,resume,restricted_mlm_ara_seed0_resume_job8011216,532.4655099590619,1.0227155719947192,57.69199161525609,trace_inline(resume),
restricted_mlm,ARA-4.6,claude-sonnet-4-6,resume,restricted_mlm_ara_seed0_resume_job8011216,548.2320884625117,2.4153310223881035,59.513004136530924,persisted(resume),
restricted_mlm,ARA-4.6,claude-sonnet-4-6,resume,restricted_mlm_ara_seed0_resume_job8011216,579.0460577726365,18.043597965434465,61.46565056027711,persisted(resume),
restricted_mlm,ARA-4.6,claude-sonnet-4-6,resume,restricted_mlm_ara_seed0_resume_job8011216,607.0406228502591,4.0665190493142465,63.99129610559791,persisted(resume),
restricted_mlm,ARA-4.6,claude-sonnet-4-6,resume,restricted_mlm_ara_seed0_resume_job8011216,624.6616436759631,1.8343845891467272,65.9575046038202,persisted(resume),
restricted_mlm,ARA-4.6,claude-sonnet-4-6,resume,restricted_mlm_ara_seed0_resume_job8011216,625.6556543707848,1.8271677937722282,65.97768329632834,trace_inline(resume),
restricted_mlm,ARA-4.6,claude-sonnet-4-6,resume,restricted_mlm_ara_seed0_resume_job8011216,627.7875572482744,1.0158528026311475,66.02933235274625,trace_inline(resume),
restricted_mlm,ARA-4.6,claude-sonnet-4-6,resume,restricted_mlm_ara_seed0_resume_job8011216,717.0281335075697,18.158208699190787,71.36754629176907,persisted(resume),
restricted_mlm,ARA-4.6,claude-sonnet-4-6,resume,restricted_mlm_ara_seed0_resume_job8011216,719.0531604409218,18.14502187435715,71.49079507349903,trace_inline(resume),
restricted_mlm,ARA-4.6,claude-sonnet-4-6,resume,restricted_mlm_ara_seed0_resume_job8011216,724.8405891776085,1.0120136684962824,71.78017411813994,trace_inline(resume),
restricted_mlm,ARA-4.6,claude-sonnet-4-6,resume,restricted_mlm_ara_seed0_resume_job8011216,726.8988846818606,1.0152613894277454,71.83417037904925,trace_inline(resume),
restricted_mlm,ARA-4.6,claude-sonnet-4-6,resume,restricted_mlm_ara_seed0_resume_job8011216,729.7228560288747,1.1200793889333605,72.01910063517717,trace_inline(resume),
restricted_mlm,ARA-4.6,claude-sonnet-4-6,resume,restricted_mlm_ara_seed0_resume_job8011216,731.5159058849017,1.016138765911155,72.05754647225731,trace_inline(resume),
restricted_mlm,ARA-4.6,claude-sonnet-4-6,resume,restricted_mlm_ara_seed0_resume_job8011216,733.1163289507231,1.013430833158418,72.13150458070368,trace_inline(resume),
restricted_mlm,ARA-4.6,claude-sonnet-4-6,resume,restricted_mlm_ara_seed0_resume_job8011216,734.3383099079133,1.0173827105267748,72.17132311372971,trace_inline(resume),
restricted_mlm,ARA-4.6,claude-sonnet-4-6,resume,restricted_mlm_ara_seed0_resume_job8011216,738.2841734091442,1.01642778532573,72.33214331425066,trace_inline(resume),
restricted_mlm,ARA-4.6,claude-sonnet-4-6,resume,restricted_mlm_ara_seed0_resume_job8011216,740.3213118314743,1.0168174528678056,72.42766109162727,trace_inline(resume),
restricted_mlm,ARA-4.6,claude-sonnet-4-6,resume,restricted_mlm_ara_seed0_resume_job8011216,740.3709062337875,1.0195532668346097,72.44674200000011,final_json(resume),harness post-agent
restricted_mlm,paper-4.5,claude-sonnet-4-5,parent,restricted_mlm_paper_seed1_job6858168,0.0,1.8427090414912455,0.0,baseline_json,harness pre-agent
restricted_mlm,paper-4.5,claude-sonnet-4-5,parent,restricted_mlm_paper_seed1_job6858168,0.5382616917292277,1.8435862699494827,0.07128520032903471,persisted,
restricted_mlm,paper-4.5,claude-sonnet-4-5,parent,restricted_mlm_paper_seed1_job6858168,19.38506354490916,5.984386523638532,0.9713701507851943,persisted,
restricted_mlm,paper-4.5,claude-sonnet-4-5,parent,restricted_mlm_paper_seed1_job6858168,19.539834944407144,5.984386523638532,0.9963330470571586,trace_inline,
